Retailer,Retailer ID,Invoice Date,Region,State,City,Product, Price per Unit,Units Sold, Total Sales, Operating Profit,Operating Margin,Sales Method
West Gear,1128299,2/8/2021,West,California,San Francisco,Women's Athletic Footwear,  55 ,700,  385.000 ,  96.250 ,"0,25",Outlet
West Gear,1128299,2/9/2021,West,California,San Francisco,Men's Apparel,  65 ,650,  422.500 ,  190.125 ,"0,45",Outlet
West Gear,1128299,2/10/2021,West,California,San Francisco,Women's Apparel,  70 ,775,  542.500 ,  54.250 ,"0,1",Outlet
West Gear,1128299,2/11/2021,West,California,San Francisco,Men's Street Footwear,  55 ,975,  536.250 ,  160.875 ,"0,3",Outlet
West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,  60 ,975,  585.000 ,  87.750 ,"0,15",Outlet
West Gear,1128299,2/13/2021,West,California,San Francisco,Women's Street Footwear,  55 ,775,  426.250 ,  127.875 ,"0,3",Outlet
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,  55 ,775,  426.250 ,  106.563 ,"0,25",Outlet
West Gear,1128299,2/15/2021,West,California,San Francisco,Men's Apparel,  65 ,700,  455.000 ,  204.750 ,"0,45",Outlet
West Gear,1128299,2/16/2021,West,California,San Francisco,Women's Apparel,  70 ,800,  560.000 ,  56.000 ,"0,1",Outlet
Kohl's,1189833,2/17/2021,West,California,San Francisco,Men's Street Footwear,  35 ,700,  245.000 ,  98.000 ,"0,4",Outlet
Kohl's,1189833,2/18/2021,West,California,San Francisco,Men's Athletic Footwear,  45 ,700,  315.000 ,  78.750 ,"0,25",Outlet
Kohl's,1189833,3/9/2021,West,California,San Francisco,Women's Street Footwear,  45 ,700,  315.000 ,  126.000 ,"0,4",Outlet
Kohl's,1189833,3/10/2021,West,California,San Francisco,Women's Athletic Footwear,  45 ,550,  247.500 ,  86.625 ,"0,35",Outlet
Kohl's,1189833,3/11/2021,West,California,Los Angeles,Men's Apparel,  50 ,500,  250.000 ,  137.500 ,"0,55",Outlet
Kohl's,1189833,3/12/2021,West,California,Los Angeles,Women's Apparel,  45 ,700,  315.000 ,  63.000 ,"0,2",Outlet
Kohl's,1189833,3/13/2021,West,California,Los Angeles,Men's Street Footwear,  35 ,750,  262.500 ,  105.000 ,"0,4",Outlet
Kohl's,1189833,3/14/2021,West,California,Los Angeles,Men's Athletic Footwear,  45 ,650,  292.500 ,  73.125 ,"0,25",Outlet
Kohl's,1189833,3/15/2021,West,California,Los Angeles,Women's Street Footwear,  45 ,675,  303.750 ,  121.500 ,"0,4",Outlet
Kohl's,1189833,3/16/2021,West,California,Los Angeles,Women's Athletic Footwear,  45 ,525,  236.250 ,  82.688 ,"0,35",Outlet
Kohl's,1189833,3/17/2021,West,California,Los Angeles,Men's Apparel,  50 ,450,  225.000 ,  123.750 ,"0,55",Outlet
Kohl's,1189833,3/18/2021,West,California,Los Angeles,Women's Apparel,  45 ,650,  292.500 ,  58.500 ,"0,2",Outlet
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,  35 ,800,  280.000 ,  112.000 ,"0,4",Outlet
Kohl's,1189833,3/20/2021,West,California,Los Angeles,Men's Athletic Footwear,  45 ,650,  292.500 ,  73.125 ,"0,25",Outlet
Kohl's,1189833,3/21/2021,West,California,Los Angeles,Women's Street Footwear,  45 ,650,  292.500 ,  117.000 ,"0,4",Outlet
Kohl's,1189833,3/22/2021,West,California,Los Angeles,Women's Athletic Footwear,  45 ,550,  247.500 ,  86.625 ,"0,35",Outlet
Kohl's,1189833,3/23/2021,West,California,Los Angeles,Men's Apparel,  50 ,425,  212.500 ,  116.875 ,"0,55",Outlet
Kohl's,1189833,4/6/2021,West,California,Los Angeles,Women's Apparel,  45 ,625,  281.250 ,  56.250 ,"0,2",Outlet
Kohl's,1189833,4/7/2021,West,California,Los Angeles,Men's Street Footwear,  45 ,800,  360.000 ,  144.000 ,"0,4",Outlet
Kohl's,1189833,4/8/2021,West,California,Los Angeles,Men's Athletic Footwear,  50 ,600,  300.000 ,  75.000 ,"0,25",Outlet
Kohl's,1189833,4/9/2021,West,California,Los Angeles,Women's Street Footwear,  50 ,625,  312.500 ,  125.000 ,"0,4",Outlet
Kohl's,1189833,4/10/2021,West,California,Los Angeles,Women's Athletic Footwear,  45 ,525,  236.250 ,  82.688 ,"0,35",Outlet
Kohl's,1189833,4/11/2021,West,California,Los Angeles,Men's Apparel,  50 ,425,  212.500 ,  116.875 ,"0,55",Outlet
Kohl's,1189833,4/12/2021,West,California,Los Angeles,Women's Apparel,  65 ,600,  390.000 ,  78.000 ,"0,2",Outlet
Kohl's,1189833,4/13/2021,West,California,Los Angeles,Men's Street Footwear,  45 ,800,  360.000 ,  144.000 ,"0,4",Outlet
Kohl's,1189833,4/14/2021,West,California,Los Angeles,Men's Athletic Footwear,  50 ,650,  325.000 ,  81.250 ,"0,25",Outlet
Kohl's,1189833,4/15/2021,West,California,Los Angeles,Women's Street Footwear,  50 ,650,  325.000 ,  130.000 ,"0,4",Outlet
Kohl's,1189833,4/16/2021,West,California,Los Angeles,Women's Athletic Footwear,  45 ,550,  247.500 ,  86.625 ,"0,35",Outlet
Kohl's,1189833,4/17/2021,West,California,Los Angeles,Men's Apparel,  50 ,450,  225.000 ,  123.750 ,"0,55",Outlet
Kohl's,1189833,4/18/2021,West,California,Los Angeles,Women's Apparel,  65 ,625,  406.250 ,  81.250 ,"0,2",Outlet
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,  45 ,900,  405.000 ,  162.000 ,"0,4",Outlet
Kohl's,1189833,4/20/2021,West,California,Los Angeles,Men's Athletic Footwear,  50 ,750,  375.000 ,  93.750 ,"0,25",Outlet
Kohl's,1189833,4/21/2021,West,California,Los Angeles,Women's Street Footwear,  50 ,750,  375.000 ,  150.000 ,"0,4",Outlet
Kohl's,1189833,4/22/2021,West,California,Los Angeles,Women's Athletic Footwear,  45 ,625,  281.250 ,  98.438 ,"0,35",Outlet
Kohl's,1189833,4/23/2021,West,California,Los Angeles,Men's Apparel,  50 ,500,  250.000 ,  137.500 ,"0,55",Outlet
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,  65 ,800,  520.000 ,  104.000 ,"0,2",Outlet
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,  45 ,950,  427.500 ,  171.000 ,"0,4",Outlet
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,  50 ,800,  400.000 ,  100.000 ,"0,25",Outlet
Kohl's,1189833,4/27/2021,West,California,Los Angeles,Women's Street Footwear,  50 ,750,  375.000 ,  150.000 ,"0,4",Outlet
Kohl's,1189833,4/28/2021,West,California,Los Angeles,Women's Athletic Footwear,  45 ,650,  292.500 ,  102.375 ,"0,35",Outlet
Kohl's,1189833,4/29/2021,West,California,Los Angeles,Men's Apparel,  50 ,700,  350.000 ,  192.500 ,"0,55",Outlet
Kohl's,1189833,4/30/2021,West,California,Los Angeles,Women's Apparel,  65 ,700,  455.000 ,  91.000 ,"0,2",Outlet
Kohl's,1189833,5/1/2021,West,California,Los Angeles,Men's Street Footwear,  50 ,900,  450.000 ,  180.000 ,"0,4",Outlet
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,  55 ,850,  467.500 ,  116.875 ,"0,25",Outlet
Kohl's,1189833,5/3/2021,West,California,Los Angeles,Women's Street Footwear,  50 ,725,  362.500 ,  145.000 ,"0,4",Outlet
Kohl's,1189833,5/4/2021,West,California,Los Angeles,Women's Athletic Footwear,  50 ,675,  337.500 ,  118.125 ,"0,35",Outlet
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,  60 ,675,  405.000 ,  222.750 ,"0,55",Outlet
Kohl's,1189833,5/6/2021,West,California,Los Angeles,Women's Apparel,  65 ,650,  422.500 ,  84.500 ,"0,2",Outlet
Kohl's,1189833,5/7/2021,West,California,Los Angeles,Men's Street Footwear,  50 ,850,  425.000 ,  170.000 ,"0,4",Outlet
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,  55 ,850,  467.500 ,  116.875 ,"0,25",Outlet
Kohl's,1189833,5/9/2021,West,California,Los Angeles,Women's Street Footwear,  50 ,700,  350.000 ,  140.000 ,"0,4",Outlet
Kohl's,1189833,5/10/2021,West,California,Los Angeles,Women's Athletic Footwear,  50 ,650,  325.000 ,  113.750 ,"0,35",Outlet
Kohl's,1189833,5/11/2021,West,California,Los Angeles,Men's Apparel,  60 ,650,  390.000 ,  214.500 ,"0,55",Outlet
Kohl's,1189833,5/12/2021,West,California,Los Angeles,Women's Apparel,  65 ,700,  455.000 ,  91.000 ,"0,2",Outlet
Kohl's,1189833,5/13/2021,West,California,Los Angeles,Men's Street Footwear,  50 ,800,  400.000 ,  160.000 ,"0,4",Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,  55 ,800,  440.000 ,  110.000 ,"0,25",Outlet
Kohl's,1189833,5/15/2021,West,California,Los Angeles,Women's Street Footwear,  50 ,650,  325.000 ,  130.000 ,"0,4",Outlet
Kohl's,1189833,5/16/2021,West,California,Los Angeles,Women's Athletic Footwear,  50 ,625,  312.500 ,  109.375 ,"0,35",Outlet
Kohl's,1189833,5/17/2021,West,California,Los Angeles,Men's Apparel,  60 ,600,  360.000 ,  198.000 ,"0,55",Outlet
Kohl's,1189833,5/18/2021,West,California,Los Angeles,Women's Apparel,  65 ,650,  422.500 ,  84.500 ,"0,2",Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,  50 ,825,  412.500 ,  165.000 ,"0,4",Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,  55 ,825,  453.750 ,  113.438 ,"0,25",Outlet
Kohl's,1189833,5/21/2021,West,California,Los Angeles,Women's Street Footwear,  50 ,675,  337.500 ,  135.000 ,"0,4",Outlet
Kohl's,1189833,5/22/2021,West,California,Los Angeles,Women's Athletic Footwear,  50 ,650,  325.000 ,  113.750 ,"0,35",Outlet
Kohl's,1189833,5/23/2021,West,California,Los Angeles,Men's Apparel,  60 ,600,  360.000 ,  198.000 ,"0,55",Outlet
Kohl's,1189833,5/24/2021,West,California,Los Angeles,Women's Apparel,  65 ,700,  455.000 ,  91.000 ,"0,2",Outlet
Kohl's,1189833,5/25/2021,West,California,Los Angeles,Men's Street Footwear,  50 ,900,  450.000 ,  180.000 ,"0,4",Outlet
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,  55 ,900,  495.000 ,  123.750 ,"0,25",Outlet
Kohl's,1189833,5/27/2021,West,California,Los Angeles,Women's Street Footwear,  50 ,700,  350.000 ,  140.000 ,"0,4",Outlet
Kohl's,1189833,5/28/2021,West,California,Los Angeles,Women's Athletic Footwear,  50 ,700,  350.000 ,  122.500 ,"0,35",Outlet
Kohl's,1189833,5/29/2021,West,California,Los Angeles,Men's Apparel,  60 ,625,  375.000 ,  206.250 ,"0,55",Outlet
Kohl's,1189833,5/30/2021,West,California,Los Angeles,Women's Apparel,  65 ,725,  471.250 ,  94.250 ,"0,2",Outlet
Foot Locker,1185732,5/31/2021,West,California,Los Angeles,Men's Street Footwear,  45 ,475,  213.750 ,  85.500 ,"0,4",Outlet
Foot Locker,1185732,6/1/2021,West,California,Los Angeles,Men's Athletic Footwear,  45 ,275,  123.750 ,  43.313 ,"0,35",Outlet
Foot Locker,1185732,6/2/2021,West,California,Los Angeles,Women's Street Footwear,  35 ,275,  96.250 ,  33.688 ,"0,35",Outlet
Foot Locker,1185732,6/3/2021,West,California,Los Angeles,Women's Athletic Footwear,  40 ,125,  50.000 ,  20.000 ,"0,4",Outlet
Foot Locker,1185732,6/4/2021,Midwest,Illinois,Chicago,Men's Apparel,  55 ,175,  96.250 ,  33.688 ,"0,35",Outlet
Foot Locker,1185732,6/5/2021,Midwest,Illinois,Chicago,Women's Apparel,  45 ,275,  123.750 ,  61.875 ,"0,5",Outlet
Foot Locker,1185732,6/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  45 ,525,  236.250 ,  94.500 ,"0,4",Outlet
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  45 ,175,  78.750 ,  27.563 ,"0,35",Outlet
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  35 ,225,  78.750 ,  27.563 ,"0,35",Outlet
Foot Locker,1185732,6/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  40 ,100,  40.000 ,  16.000 ,"0,4",Outlet
Foot Locker,1185732,6/10/2021,Midwest,Illinois,Chicago,Men's Apparel,  55 ,175,  96.250 ,  33.688 ,"0,35",Outlet
Foot Locker,1185732,6/11/2021,Midwest,Illinois,Chicago,Women's Apparel,  45 ,275,  123.750 ,  61.875 ,"0,5",Outlet
Foot Locker,1185732,6/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  50 ,495,  247.500 ,  99.000 ,"0,4",Outlet
Foot Locker,1185732,6/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  50 ,200,  100.000 ,  35.000 ,"0,35",Outlet
Foot Locker,1185732,6/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  40 ,225,  90.000 ,  31.500 ,"0,35",Outlet
Foot Locker,1185732,6/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  45 ,75,  33.750 ,  13.500 ,"0,4",Outlet
Foot Locker,1185732,6/16/2021,Midwest,Illinois,Chicago,Men's Apparel,  60 ,125,  75.000 ,  26.250 ,"0,35",Outlet
Foot Locker,1185732,6/17/2021,Midwest,Illinois,Chicago,Women's Apparel,  50 ,225,  112.500 ,  56.250 ,"0,5",Outlet
Foot Locker,1185732,6/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  50 ,450,  225.000 ,  90.000 ,"0,4",Outlet
Foot Locker,1185732,6/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  50 ,150,  75.000 ,  26.250 ,"0,35",Outlet
Foot Locker,1185732,6/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  40 ,150,  60.000 ,  21.000 ,"0,35",Outlet
Foot Locker,1185732,6/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  45 ,75,  33.750 ,  13.500 ,"0,4",Outlet
Foot Locker,1185732,6/22/2021,Midwest,Illinois,Chicago,Men's Apparel,  60 ,100,  60.000 ,  21.000 ,"0,35",Outlet
Foot Locker,1185732,6/23/2021,Midwest,Illinois,Chicago,Women's Apparel,  50 ,225,  112.500 ,  56.250 ,"0,5",Outlet
Foot Locker,1185732,6/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  60 ,495,  297.000 ,  118.800 ,"0,4",Outlet
Foot Locker,1185732,6/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  55 ,200,  110.000 ,  38.500 ,"0,35",Outlet
Foot Locker,1185732,6/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  50 ,175,  87.500 ,  30.625 ,"0,35",Outlet
Foot Locker,1185732,6/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  50 ,100,  50.000 ,  20.000 ,"0,4",Outlet
Foot Locker,1185732,6/28/2021,Midwest,Illinois,Chicago,Men's Apparel,  60 ,125,  75.000 ,  26.250 ,"0,35",Outlet
Foot Locker,1185732,6/29/2021,Midwest,Illinois,Chicago,Women's Apparel,  65 ,250,  162.500 ,  81.250 ,"0,5",Outlet
Foot Locker,1185732,6/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  50 ,500,  250.000 ,  100.000 ,"0,4",Outlet
Foot Locker,1185732,7/1/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  45 ,250,  112.500 ,  39.375 ,"0,35",Outlet
Foot Locker,1185732,7/2/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  40 ,200,  80.000 ,  28.000 ,"0,35",Outlet
Foot Locker,1185732,7/3/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  40 ,175,  70.000 ,  28.000 ,"0,4",Outlet
Foot Locker,1185732,7/4/2021,Midwest,Illinois,Chicago,Men's Apparel,  50 ,175,  87.500 ,  30.625 ,"0,35",Outlet
Foot Locker,1185732,7/5/2021,Midwest,Illinois,Chicago,Women's Apparel,  55 ,350,  192.500 ,  96.250 ,"0,5",Outlet
Foot Locker,1185732,7/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  50 ,575,  287.500 ,  115.000 ,"0,4",Outlet
Foot Locker,1185732,7/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  45 ,325,  146.250 ,  51.188 ,"0,35",Outlet
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  40 ,250,  100.000 ,  35.000 ,"0,35",Outlet
Foot Locker,1185732,7/9/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  40 ,200,  80.000 ,  32.000 ,"0,4",Outlet
Foot Locker,1185732,7/10/2021,Midwest,Illinois,Chicago,Men's Apparel,  50 ,225,  112.500 ,  39.375 ,"0,35",Outlet
Foot Locker,1185732,7/11/2021,Midwest,Illinois,Chicago,Women's Apparel,  55 ,400,  220.000 ,  110.000 ,"0,5",Outlet
Foot Locker,1185732,7/12/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  50 ,550,  275.000 ,  110.000 ,"0,4",Outlet
Foot Locker,1185732,7/13/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  45 ,325,  146.250 ,  51.188 ,"0,35",Outlet
Foot Locker,1185732,7/14/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  40 ,250,  100.000 ,  35.000 ,"0,35",Outlet
Foot Locker,1185732,7/15/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  40 ,225,  90.000 ,  36.000 ,"0,4",Outlet
Foot Locker,1185732,7/16/2021,Midwest,Illinois,Chicago,Men's Apparel,  50 ,200,  100.000 ,  35.000 ,"0,35",Outlet
Foot Locker,1185732,7/17/2021,Midwest,Illinois,Chicago,Women's Apparel,  55 ,375,  206.250 ,  103.125 ,"0,5",Outlet
Foot Locker,1185732,7/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  50 ,500,  250.000 ,  100.000 ,"0,4",Outlet
Foot Locker,1185732,7/19/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  45 ,300,  135.000 ,  47.250 ,"0,35",Outlet
Foot Locker,1185732,7/20/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  40 ,200,  80.000 ,  28.000 ,"0,35",Outlet
Foot Locker,1185732,7/21/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  40 ,175,  70.000 ,  28.000 ,"0,4",Outlet
Foot Locker,1185732,7/22/2021,Midwest,Illinois,Chicago,Men's Apparel,  50 ,175,  87.500 ,  30.625 ,"0,35",Outlet
Foot Locker,1185732,7/23/2021,Midwest,Illinois,Chicago,Women's Apparel,  55 ,250,  137.500 ,  68.750 ,"0,5",Outlet
Foot Locker,1185732,7/24/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  60 ,425,  255.000 ,  102.000 ,"0,4",Outlet
Foot Locker,1185732,7/25/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  50 ,250,  125.000 ,  43.750 ,"0,35",Outlet
Foot Locker,1185732,7/26/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  50 ,150,  75.000 ,  26.250 ,"0,35",Outlet
Foot Locker,1185732,7/27/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  50 ,125,  62.500 ,  25.000 ,"0,4",Outlet
Foot Locker,1185732,7/28/2021,Midwest,Illinois,Chicago,Men's Apparel,  60 ,125,  75.000 ,  26.250 ,"0,35",Outlet
Foot Locker,1185732,7/29/2021,Midwest,Illinois,Chicago,Women's Apparel,  65 ,250,  162.500 ,  81.250 ,"0,5",Outlet
Foot Locker,1185732,7/30/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  60 ,400,  240.000 ,  96.000 ,"0,4",Outlet
Foot Locker,1185732,7/31/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  50 ,250,  125.000 ,  43.750 ,"0,35",Outlet
Foot Locker,1185732,8/1/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  50 ,195,  97.500 ,  34.125 ,"0,35",Outlet
Foot Locker,1185732,8/2/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  50 ,175,  87.500 ,  35.000 ,"0,4",Outlet
Foot Locker,1185732,8/3/2021,Midwest,Illinois,Chicago,Men's Apparel,  60 ,150,  90.000 ,  31.500 ,"0,35",Outlet
Foot Locker,1185732,8/4/2021,Midwest,Illinois,Chicago,Women's Apparel,  65 ,250,  162.500 ,  81.250 ,"0,5",Outlet
Foot Locker,1185732,8/5/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  60 ,500,  300.000 ,  120.000 ,"0,4",Outlet
Foot Locker,1185732,8/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  50 ,300,  150.000 ,  52.500 ,"0,35",Outlet
Foot Locker,1185732,8/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  50 ,250,  125.000 ,  43.750 ,"0,35",Outlet
Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  50 ,200,  100.000 ,  40.000 ,"0,4",Outlet
Foot Locker,1185732,8/9/2021,Midwest,Illinois,Chicago,Men's Apparel,  60 ,200,  120.000 ,  42.000 ,"0,35",Outlet
Foot Locker,1185732,8/10/2021,Midwest,Illinois,Chicago,Women's Apparel,  65 ,300,  195.000 ,  97.500 ,"0,5",Outlet
Sports Direct,1197831,8/11/2021,Midwest,Illinois,Chicago,Men's Street Footwear,  20 ,725,  145.000 ,  43.500 ,"0,3",Outlet
Sports Direct,1197831,8/12/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,  30 ,725,  217.500 ,  65.250 ,"0,3",Outlet
Sports Direct,1197831,8/13/2021,Midwest,Illinois,Chicago,Women's Street Footwear,  30 ,525,  157.500 ,  47.250 ,"0,3",Outlet
Sports Direct,1197831,8/14/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,  35 ,525,  183.750 ,  73.500 ,"0,4",Outlet
Sports Direct,1197831,8/15/2021,South,Texas,Dallas,Men's Apparel,  40 ,375,  150.000 ,  37.500 ,"0,25",Outlet
Sports Direct,1197831,8/16/2021,South,Texas,Dallas,Women's Apparel,  35 ,525,  183.750 ,  82.688 ,"0,45",Outlet
Sports Direct,1197831,8/17/2021,South,Texas,Dallas,Men's Street Footwear,  25 ,675,  168.750 ,  50.625 ,"0,3",Outlet
Sports Direct,1197831,8/18/2021,South,Texas,Dallas,Men's Athletic Footwear,  35 ,650,  227.500 ,  68.250 ,"0,3",Outlet
Sports Direct,1197831,8/19/2021,South,Texas,Dallas,Women's Street Footwear,  35 ,475,  166.250 ,  49.875 ,"0,3",Outlet
Sports Direct,1197831,8/20/2021,South,Texas,Dallas,Women's Athletic Footwear,  35 ,425,  148.750 ,  59.500 ,"0,4",Outlet
Sports Direct,1197831,8/21/2021,South,Texas,Dallas,Men's Apparel,  40 ,300,  120.000 ,  30.000 ,"0,25",Outlet
Sports Direct,1197831,8/22/2021,South,Texas,Dallas,Women's Apparel,  35 ,500,  175.000 ,  78.750 ,"0,45",Outlet
Sports Direct,1197831,8/23/2021,South,Texas,Dallas,Men's Street Footwear,  30 ,675,  202.500 ,  70.875 ,"0,35",Outlet
Sports Direct,1197831,8/24/2021,South,Texas,Dallas,Men's Athletic Footwear,  40 ,675,  270.000 ,  94.500 ,"0,35",Outlet
Sports Direct,1197831,8/25/2021,South,Texas,Dallas,Women's Street Footwear,  30 ,500,  150.000 ,  52.500 ,"0,35",Outlet
